model_name; number_of_approximations; coeff_of_determination;
25_column_3_row_2_SGD;437760;0.9898892755483351;
25_column_4_row_2_SGD;327680;0.9902644287554029;
25_column_5_row_2_SGD;263680;0.9876280264113345;
25_column_1_row_3_SGD;875520;0.9900609919575947;
25_column_2_row_3_SGD;437760;0.9853527222603075;
25_column_3_row_3_SGD;292410;0.988363348116198;
25_column_4_row_3_SGD;218880;0.9840107846677744;
25_column_5_row_3_SGD;176130;0.9897080238603562;
25_column_1_row_4_SGD;655360;0.9893808364141823;
25_column_2_row_4_SGD;327680;0.9867908130427527;
25_column_3_row_4_SGD;218880;0.987750258018854;
25_column_4_row_4_SGD;163840;0.9847141268972969;
25_column_5_row_4_SGD;131840;0.9898134042240133;
25_column_1_row_5_SGD;527360;0.9905992637085934;
25_column_2_row_5_SGD;263680;0.9881124157886312;
25_column_3_row_5_SGD;176130;0.989081958373833;
25_column_4_row_5_SGD;131840;0.9864962928074;
25_column_5_row_5_SGD;106090;0.9859442482063168;
25_column_1_row_1_Ridge;2621440;0.9877824821272712;
25_column_2_row_1_Ridge;1310720;0.9877373049105811;
25_column_3_row_1_Ridge;875520;0.9878158305686462;
25_column_4_row_1_Ridge;655360;0.9876620621866213;
25_column_5_row_1_Ridge;527360;0.9877969377478204;
25_column_1_row_2_Ridge;1310720;0.9879557342460751;
25_column_2_row_2_Ridge;655360;0.9879358822394124;
25_column_3_row_2_Ridge;437760;0.9879377806153998;
25_column_4_row_2_Ridge;327680;0.987934350824841;
25_column_5_row_2_Ridge;263680;0.987839275354604;
25_column_1_row_3_Ridge;875520;0.9877139310412247;
25_column_2_row_3_Ridge;437760;0.987676689952595;
25_column_3_row_3_Ridge;292410;0.9876852056334527;
25_column_4_row_3_Ridge;218880;0.9875359046884888;
25_column_5_row_3_Ridge;176130;0.9876088764506541;
25_column_1_row_4_Ridge;655360;0.987852238044879;
25_column_2_row_4_Ridge;327680;0.987837805183374;
25_column_3_row_4_Ridge;218880;0.987759776222446;
25_column_4_row_4_Ridge;163840;0.9878545826387495;
25_column_5_row_4_Ridge;131840;0.9876935829050099;
25_column_1_row_5_Ridge;527360;0.9880968432586942;
25_column_2_row_5_Ridge;263680;0.9879726720232863;
25_column_3_row_5_Ridge;176130;0.9880470524780389;
25_column_4_row_5_Ridge;131840;0.9879711829223724;
25_column_5_row_5_Ridge;106090;0.9878958741445886;
30_column_1_row_1_SGD;2621440;0.9936011559388273;
30_column_2_row_1_SGD;1310720;0.9910967452038709;
30_column_3_row_1_SGD;875520;0.9890280947559156;
30_column_4_row_1_SGD;655360;0.9878315194527263;
30_column_5_row_1_SGD;527360;0.9896690260026946;
30_column_1_row_2_SGD;1310720;0.9878148277917076;
30_column_2_row_2_SGD;655360;0.9967427395979712;
30_column_3_row_2_SGD;437760;0.9882382433556801;
30_column_4_row_2_SGD;327680;0.987439720224569;
30_column_5_row_2_SGD;263680;0.9886821310625223;
30_column_1_row_3_SGD;875520;0.9921555312984731;
30_column_2_row_3_SGD;437760;0.9893253165965346;
30_column_3_row_3_SGD;292410;0.9891162041108567;
30_column_4_row_3_SGD;218880;0.9781460410431271;
30_column_5_row_3_SGD;176130;0.9873639727553882;
30_column_1_row_4_SGD;655360;0.9897018010076235;
30_column_2_row_4_SGD;327680;0.989989267133688;
30_column_3_row_4_SGD;218880;0.9888302609724179;
30_column_4_row_4_SGD;163840;0.9890654793424778;
30_column_5_row_4_SGD;131840;0.9891776262980241;
30_column_1_row_5_SGD;527360;0.9901329103814718;
30_column_2_row_5_SGD;263680;0.9900734563619954;
30_column_3_row_5_SGD;176130;0.9865752614545937;
30_column_4_row_5_SGD;131840;0.9924199974538417;
30_column_5_row_5_SGD;106090;0.9877342778528481;
30_column_1_row_1_Ridge;2621440;0.989859241822365;
30_column_2_row_1_Ridge;1310720;0.9898195604913811;
30_column_3_row_1_Ridge;875520;0.9898948598795394;
30_column_4_row_1_Ridge;655360;0.9897686358516007;
30_column_5_row_1_Ridge;527360;0.9898443428802682;
30_column_1_row_2_Ridge;1310720;0.9899797886956712;
30_column_2_row_2_Ridge;655360;0.9899460731578205;
30_column_3_row_2_Ridge;437760;0.9899705596065305;
30_column_4_row_2_Ridge;327680;0.9899243254724205;
30_column_5_row_2_Ridge;263680;0.9898853032103115;
30_column_1_row_3_Ridge;875520;0.9897701146874756;
30_column_2_row_3_Ridge;437760;0.9897253214363837;
30_column_3_row_3_Ridge;292410;0.9897749940273581;
30_column_4_row_3_Ridge;218880;0.9895967439458504;
30_column_5_row_3_Ridge;176130;0.9897497142308519;
30_column_1_row_4_Ridge;655360;0.9898830612036947;
30_column_2_row_4_Ridge;327680;0.9898260773223637;
30_column_3_row_4_Ridge;218880;0.9897957625210482;
30_column_4_row_4_Ridge;163840;0.9898283768181652;
30_column_5_row_4_Ridge;131840;0.9897226777855396;
30_column_1_row_5_Ridge;527360;0.9900844396469048;
30_column_2_row_5_Ridge;263680;0.9899736358844179;
30_column_3_row_5_Ridge;176130;0.990009706329826;
30_column_4_row_5_Ridge;131840;0.9900257524876726;
30_column_5_row_5_Ridge;106090;0.9898648303142513;
test_sponza1;2621440;1.0332056346847467;
